,Date,Year,Month,Day,Tmax_C,Tmin_C,Srad,Ws_2m,q,Prcp,ETo,ETr_ASCE
0,1979-01-01,1979,1,1,-7.79608764648,-19.3031066895,165.597427368,4.284924042,0.000773862586357,0.0,0.961870968342,1.41521455144
1,1979-01-02,1979,1,2,-8.26560058594,-22.2729248047,126.227775574,0.914753920758,0.000659767654724,0.0,0.517207443714,0.658632513803
2,1979-01-03,1979,1,3,-2.06564941406,-15.5929321289,115.135482788,1.47026804773,0.00126932677813,0.0,0.777184247971,1.07486951666
3,1979-01-04,1979,1,4,1.76455078125,-7.76364746094,110.562576294,1.72468690397,0.00203877687454,4.20137929916,0.988718926907,1.39483909349
4,1979-01-05,1979,1,5,2.58495483398,-7.76364746094,105.636375427,1.8831037286,0.00232855440117,2.50488853455,0.990075707436,1.38567611323
5,1979-01-06,1979,1,6,2.61458740234,-2.32279052734,51.6680984497,1.30819064778,0.00304233864881,2.02668309212,0.844389975071,1.12229004832
6,1979-01-07,1979,1,7,2.11419067383,-9.97369995117,125.747825623,2.25230317613,0.00225828122348,0.654688835144,0.99411380291,1.38748697774
7,1979-01-08,1979,1,8,-1.81604614258,-15.1536010742,121.988174438,0.952343851993,0.00131512270309,0.0,0.697368621826,0.89262618929
8,1979-01-09,1979,1,9,0.533929443359,-13.2226623535,115.142150879,1.71452181934,0.00188796618022,0.0,0.846715688705,1.14247385445
9,1979-01-10,1979,1,10,0.0446716308594,-10.2928833008,123.841331482,1.2233363631,0.00193928915542,0.0,0.793755412102,1.02130521404
10,1979-01-11,1979,1,11,2.48485717773,-8.2830871582,94.110786438,0.978779973234,0.002444623271,4.74220705032,0.775773286819,0.966040408337
11,1979-01-12,1979,1,12,3.48442993164,-2.3130859375,87.3047561646,2.06352662492,0.00308142299764,0.0,1.08043146133,1.49783425228
12,1979-01-13,1979,1,13,1.664453125,-12.5029663086,133.633743286,3.99064392349,0.00187730684411,0.0,1.28217387199,1.91210354289
13,1979-01-14,1979,1,14,0.46474609375,-15.9934448242,120.514976501,2.11981094623,0.00167083053384,0.0,0.944185614586,1.31309443262
14,1979-01-15,1979,1,15,3.19405517578,-4.20276489258,89.9578475952,1.57110662172,0.00268663093448,0.0,1.01470434666,1.37743525454
15,1979-01-16,1979,1,16,4.13430175781,-1.71353759766,92.7509155273,1.61927909742,0.00321525754407,1.00195705891,1.04890573025,1.40131844689
16,1979-01-17,1979,1,17,4.51485595703,-0.652807617187,102.170036316,2.68597493552,0.00347266206518,2.31132912636,1.26081240177,1.76801997367
17,1979-01-18,1979,1,18,4.31469116211,-1.83368530273,120.481651306,1.59978491778,0.00334317027591,4.40063142776,1.06604123116,1.3777612528
18,1979-01-19,1979,1,19,2.36501464844,-7.93353881836,95.2506790161,2.02691891017,0.0024730481673,0.0,1.00431191921,1.37331480373
19,1979-01-20,1979,1,20,-0.0059875488281,-13.6838745117,140.639755249,2.7700519888,0.00159147731028,0.0,1.13099563122,1.61734765647
20,1979-01-21,1979,1,21,-1.19580688477,-14.2227233887,135.973526001,1.25470024018,0.00154054909945,0.0,0.837696790695,1.06435152345
21,1979-01-22,1979,1,22,1.55449829102,-8.34375610352,98.5103759766,3.26894270865,0.00202772254124,4.5998840332,1.29689657688,1.9114966622
22,1979-01-23,1979,1,23,-4.16605224609,-19.4730133057,145.612625122,2.43542199633,0.000970074324869,0.0,0.944957375526,1.32563039792
23,1979-01-24,1979,1,24,-2.44495239258,-18.3928588867,138.839935303,1.52370344193,0.00131986022461,0.0,0.828905582428,1.05909479511
24,1979-01-25,1979,1,25,1.725,-6.76358642578,93.184211731,1.7079109389,0.00236526993103,1.67372190952,1.01141214371,1.36046298062
25,1979-01-26,1979,1,26,0.554956054688,-6.16281738281,65.173500061,2.29442061177,0.00221130112186,0.751468479633,1.07272291183,1.52634517754
26,1979-01-27,1979,1,27,-2.57590332031,-13.7129882812,148.012405396,2.3636788216,0.00141776865348,0.387121498585,1.01510298252,1.39003277637
27,1979-01-28,1979,1,28,-1.84570922852,-16.8333190918,144.312744141,2.33992783556,0.0013553914614,0.318806409836,1.01188600063,1.37952549536
28,1979-01-29,1979,1,29,-1.9556640625,-13.193548584,97.8837661743,2.37134699353,0.0015606834786,3.11972427368,0.961426734924,1.33831694315
29,1979-01-30,1979,1,30,-6.61615600586,-17.5930541992,157.151550293,1.36153607679,0.000831897021271,0.0,0.814583361149,1.04970807527
30,1979-01-31,1979,1,31,0.416558837891,-17.8940490723,93.9041442871,2.13902319336,0.0011552318465,0.330192267895,1.15071356297,1.66757344902
31,1979-02-01,1979,2,1,6.24584350586,-5.49408569336,109.749320984,2.04569461664,0.00274821836501,1.08166396618,1.40884888172,1.96140718992
32,1979-02-02,1979,2,2,5.00661621094,-7.24417724609,155.278381348,1.66922573286,0.00240593357012,0.0,1.36480951309,1.80194086596
33,1979-02-03,1979,2,3,3.15700683594,-10.3851379395,159.138031006,0.932422404618,0.00206562271342,0.0,1.10303258896,1.31046890571
34,1979-02-04,1979,2,4,0.666131591797,-15.344152832,143.006210327,1.0484331739,0.00156581576448,0.0,0.988748967648,1.19552478536
35,1979-02-05,1979,2,5,0.406671142578,-15.944921875,162.177749634,1.40783488718,0.00142645416781,0.0,1.11077058315,1.40398862752
36,1979-02-06,1979,2,6,1.89675292969,-17.5748504639,162.057754517,2.60285441986,0.00159581995104,0.0,1.32491886616,1.80659740931
37,1979-02-07,1979,2,7,3.83654174805,-12.1145996094,157.864807129,1.51648518507,0.0020668071229,0.0,1.2752699852,1.61814663229
38,1979-02-08,1979,2,8,4.81633911133,-10.2443603516,164.030899048,1.72430903238,0.00226617720909,0.0,1.40252459049,1.81390332998
39,1979-02-09,1979,2,9,5.39580688477,-9.74432983398,165.684082031,1.17420859805,0.00233408133499,0.0,1.33642065525,1.63030650976
40,1979-02-10,1979,2,10,5.04613647461,-8.84500732422,166.683990479,0.943273596353,0.0023629013449,0.0,1.2863676548,1.51257496452
41,1979-02-11,1979,2,11,6.00615844727,-7.48450317383,165.13079834,1.23124259948,0.00245133461431,0.0,1.43539786339,1.78207334552
42,1979-02-12,1979,2,12,6.36693725586,-6.73444213867,156.918228149,1.25920991205,0.00257727340795,0.0,1.44860172272,1.80848541133
43,1979-02-13,1979,2,13,7.20586547852,-3.0643371582,171.290222168,1.92536043641,0.00266215368174,0.0,1.83207499981,2.46613253248
44,1979-02-14,1979,2,14,8.69594726563,-3.32407226562,158.95803833,2.2112039787,0.00266531202942,0.0,2.00760269165,2.80263113457
45,1979-02-15,1979,2,15,7.02672729492,-3.29492797852,166.937301636,1.73198415899,0.00279677798972,0.0,1.7383582592,2.27629810236
46,1979-02-16,1979,2,16,6.18654785156,-4.53409423828,178.049591064,1.35823634299,0.00280112051405,0.0,1.59204602242,1.96180094061
47,1979-02-17,1979,2,17,4.69649658203,-9.02463378906,179.03616333,0.637116379894,0.00241817208007,0.0,1.31386768818,1.42341636348
48,1979-02-18,1979,2,18,5.30684814453,-9.98462524414,180.695999146,1.92110345168,0.00244107004255,0.0,1.58651578426,2.00744773864
49,1979-02-19,1979,2,19,7.83599243164,-6.56455078125,164.697509766,2.23863417507,0.00298509374261,0.38712361455,1.7885093689,2.35755374512
50,1979-02-20,1979,2,20,6.69683227539,-2.02423706055,179.942749023,2.25783001626,0.00374269997701,4.43481349945,1.71156108379,2.13508427538
