,Date,Year,Month,Day,Tmax_C,Tmin_C,Srad,Ws_2m,q,Prcp,ETo,ETr_ASCE
0,1979-01-01,1979,1,1,-8.05679931641,-19.9184326172,166.737319946,4.31700050751,0.000798734487034,0.0,0.914043605328,1.33147135033
1,1979-01-02,1979,1,2,-7.99625244141,-22.3384613037,128.074264526,0.937076965897,0.000694509362802,0.0,0.522104918957,0.662661047197
2,1979-01-03,1979,1,3,-1.70609130859,-15.8878540039,116.608680725,1.48327581808,0.00130367372185,0.0,0.782993018627,1.08094268294
3,1979-01-04,1979,1,4,2.07341918945,-7.85831298828,112.43573761,1.69777545629,0.00212523643859,4.33231639862,0.973608851433,1.36168454531
4,1979-01-05,1979,1,5,2.94326171875,-7.71750488281,106.296310425,1.88572279423,0.00243475334719,2.3397936821,0.982356309891,1.36592904413
5,1979-01-06,1979,1,6,2.77272949219,-2.87744750977,51.6947631836,1.31396839179,0.00321328360587,1.66233599186,0.791603565216,1.02964264221
6,1979-01-07,1979,1,7,1.93380126953,-10.6776184082,126.721061707,2.2382340128,0.00233881897293,0.472515314817,0.928196847439,1.26762500523
7,1979-01-08,1979,1,8,-1.57636108398,-14.8683837891,124.30796051,0.975396426476,0.00139684474561,0.0,0.701246917248,0.892556756428
8,1979-01-09,1979,1,9,0.832940673828,-13.1583312988,117.195289612,1.71757082758,0.00198153196834,0.0,0.838875830173,1.12060914026
9,1979-01-10,1979,1,10,0.0434204101563,-10.7079833984,125.874481201,1.20229467536,0.00201311544515,0.0,0.766835033894,0.96710751559
10,1979-01-11,1979,1,11,2.46386108398,-8.91782226562,100.110229492,1.00027977901,0.00250660558231,4.30954456329,0.761077046394,0.932089537514
11,1979-01-12,1979,1,12,3.91314086914,-2.62741699219,90.3511428833,1.97043718261,0.00322552211583,0.0,1.03518867493,1.40882998826
12,1979-01-13,1979,1,13,1.83373413086,-12.9678100586,135.560241699,3.94600157805,0.00194481632207,0.0,1.24117958546,1.83642318505
13,1979-01-14,1979,1,14,0.583367919922,-15.8575195312,122.114830017,2.06633703374,0.00173952430487,0.0,0.923032045364,1.26842213209
14,1979-01-15,1979,1,15,3.31389770508,-4.73798217773,89.7111968994,1.53036193525,0.00281296437606,0.0,0.960972726345,1.27954381912
15,1979-01-16,1979,1,16,4.27391967773,-1.94779052734,93.5908355713,1.53160058371,0.0033510660287,0.81409060955,0.995926439762,1.30076995447
